Date Key,Date,Day Of Week,Fiscal Year,Fiscal Quarter
20230124,01/24/2023,Tuesday,FY2023,FQ2
20230123,01/23/2023,Monday,FY2023,FQ2
20230122,01/22/2023,Sunday,FY2023,FQ2
20230121,01/21/2023,Saturday,FY2023,FQ2
20230120,01/20/2023,Friday,FY2023,FQ2
20230119,01/19/2023,Thursday,FY2023,FQ2
20230118,01/18/2023,Wednesday,FY2023,FQ2
20230117,01/17/2023,Tuesday,FY2023,FQ2
20230116,01/16/2023,Monday,FY2023,FQ2
20230115,01/15/2023,Sunday,FY2023,FQ2
20230114,01/14/2023,Saturday,FY2023,FQ2
20230113,01/13/2023,Friday,FY2023,FQ2
20230112,01/12/2023,Thursday,FY2023,FQ2
20230111,01/11/2023,Wednesday,FY2023,FQ2
20230110,01/10/2023,Tuesday,FY2023,FQ2
20230109,01/09/2023,Monday,FY2023,FQ2
20230108,01/08/2023,Sunday,FY2023,FQ2
20230107,01/07/2023,Saturday,FY2023,FQ2
20230106,01/06/2023,Friday,FY2023,FQ2
20230105,01/05/2023,Thursday,FY2023,FQ2
20230104,01/04/2023,Wednesday,FY2023,FQ2
20230103,01/03/2023,Tuesday,FY2023,FQ2
20230102,01/02/2023,Monday,FY2023,FQ2
20230101,01/01/2023,Sunday,FY2023,FQ2
20221231,12/31/2022,Saturday,FY2023,FQ1
20221230,12/30/2022,Friday,FY2023,FQ1
20221229,12/29/2022,Thursday,FY2023,FQ1
20221228,12/28/2022,Wednesday,FY2023,FQ1
20221227,12/27/2022,Tuesday,FY2023,FQ1
20221226,12/26/2022,Monday,FY2023,FQ1
20221225,12/25/2022,Sunday,FY2023,FQ1
20221224,12/24/2022,Saturday,FY2023,FQ1
20221223,12/23/2022,Friday,FY2023,FQ1
20221222,12/22/2022,Thursday,FY2023,FQ1
20221221,12/21/2022,Wednesday,FY2023,FQ1
20221220,12/20/2022,Tuesday,FY2023,FQ1
20221219,12/19/2022,Monday,FY2023,FQ1
20221218,12/18/2022,Sunday,FY2023,FQ1
20221217,12/17/2022,Saturday,FY2023,FQ1
20221216,12/16/2022,Friday,FY2023,FQ1
20221215,12/15/2022,Thursday,FY2023,FQ1
20221214,12/14/2022,Wednesday,FY2023,FQ1
20221213,12/13/2022,Tuesday,FY2023,FQ1
20221212,12/12/2022,Monday,FY2023,FQ1
20221211,12/11/2022,Sunday,FY2023,FQ1
20221210,12/10/2022,Saturday,FY2023,FQ1
20221209,12/09/2022,Friday,FY2023,FQ1
20221208,12/08/2022,Thursday,FY2023,FQ1
20221207,12/07/2022,Wednesday,FY2023,FQ1
20221206,12/06/2022,Tuesday,FY2023,FQ1
20221205,12/05/2022,Monday,FY2023,FQ1
20221204,12/04/2022,Sunday,FY2023,FQ1
20221203,12/03/2022,Saturday,FY2023,FQ1
20221202,12/02/2022,Friday,FY2023,FQ1
20221201,12/01/2022,Thursday,FY2023,FQ1
20221130,11/30/2022,Wednesday,FY2023,FQ1
20221129,11/29/2022,Tuesday,FY2023,FQ1
20221128,11/28/2022,Monday,FY2023,FQ1
20221127,11/27/2022,Sunday,FY2023,FQ1
20221126,11/26/2022,Saturday,FY2023,FQ1
20221125,11/25/2022,Friday,FY2023,FQ1
20221124,11/24/2022,Thursday,FY2023,FQ1
20221123,11/23/2022,Wednesday,FY2023,FQ1
20221122,11/22/2022,Tuesday,FY2023,FQ1
20221121,11/21/2022,Monday,FY2023,FQ1
20221120,11/20/2022,Sunday,FY2023,FQ1
20221119,11/19/2022,Saturday,FY2023,FQ1
20221118,11/18/2022,Friday,FY2023,FQ1
20221117,11/17/2022,Thursday,FY2023,FQ1
20221116,11/16/2022,Wednesday,FY2023,FQ1
20221115,11/15/2022,Tuesday,FY2023,FQ1
20221114,11/14/2022,Monday,FY2023,FQ1
20221113,11/13/2022,Sunday,FY2023,FQ1
20221112,11/12/2022,Saturday,FY2023,FQ1
20221111,11/11/2022,Friday,FY2023,FQ1
20221110,11/10/2022,Thursday,FY2023,FQ1
20221109,11/09/2022,Wednesday,FY2023,FQ1
20221108,11/08/2022,Tuesday,FY2023,FQ1
20221107,11/07/2022,Monday,FY2023,FQ1
20221106,11/06/2022,Sunday,FY2023,FQ1
20221105,11/05/2022,Saturday,FY2023,FQ1
20221104,11/04/2022,Friday,FY2023,FQ1
20221103,11/03/2022,Thursday,FY2023,FQ1
20221102,11/02/2022,Wednesday,FY2023,FQ1
20221101,11/01/2022,Tuesday,FY2023,FQ1
20221031,10/31/2022,Monday,FY2023,FQ1
20221030,10/30/2022,Sunday,FY2023,FQ1
20221029,10/29/2022,Saturday,FY2023,FQ1
20221028,10/28/2022,Friday,FY2023,FQ1
20221027,10/27/2022,Thursday,FY2023,FQ1
20221026,10/26/2022,Wednesday,FY2023,FQ1
20221025,10/25/2022,Tuesday,FY2023,FQ1
20221024,10/24/2022,Monday,FY2023,FQ1
20221023,10/23/2022,Sunday,FY2023,FQ1
20221022,10/22/2022,Saturday,FY2023,FQ1
20221021,10/21/2022,Friday,FY2023,FQ1
20221020,10/20/2022,Thursday,FY2023,FQ1
20221019,10/19/2022,Wednesday,FY2023,FQ1
20221018,10/18/2022,Tuesday,FY2023,FQ1
20221017,10/17/2022,Monday,FY2023,FQ1
20221016,10/16/2022,Sunday,FY2023,FQ1
20221015,10/15/2022,Saturday,FY2023,FQ1
20221014,10/14/2022,Friday,FY2023,FQ1
20221013,10/13/2022,Thursday,FY2023,FQ1
20221012,10/12/2022,Wednesday,FY2023,FQ1
20221011,10/11/2022,Tuesday,FY2023,FQ1
20221010,10/10/2022,Monday,FY2023,FQ1
20221009,10/09/2022,Sunday,FY2023,FQ1
20221008,10/08/2022,Saturday,FY2023,FQ1
20221007,10/07/2022,Friday,FY2023,FQ1
20221006,10/06/2022,Thursday,FY2023,FQ1
20221005,10/05/2022,Wednesday,FY2023,FQ1
20221004,10/04/2022,Tuesday,FY2023,FQ1
20221003,10/03/2022,Monday,FY2023,FQ1
20221002,10/02/2022,Sunday,FY2023,FQ1
20221001,10/01/2022,Saturday,FY2023,FQ1
20220930,09/30/2022,Friday,FY2022,FQ4
20220929,09/29/2022,Thursday,FY2022,FQ4
20220928,09/28/2022,Wednesday,FY2022,FQ4
20220927,09/27/2022,Tuesday,FY2022,FQ4
20220926,09/26/2022,Monday,FY2022,FQ4
20220925,09/25/2022,Sunday,FY2022,FQ4
20220924,09/24/2022,Saturday,FY2022,FQ4
20220923,09/23/2022,Friday,FY2022,FQ4
20220922,09/22/2022,Thursday,FY2022,FQ4
20220921,09/21/2022,Wednesday,FY2022,FQ4
20220920,09/20/2022,Tuesday,FY2022,FQ4
20220919,09/19/2022,Monday,FY2022,FQ4
20220918,09/18/2022,Sunday,FY2022,FQ4
20220917,09/17/2022,Saturday,FY2022,FQ4
20220916,09/16/2022,Friday,FY2022,FQ4
20220915,09/15/2022,Thursday,FY2022,FQ4
20220914,09/14/2022,Wednesday,FY2022,FQ4
20220913,09/13/2022,Tuesday,FY2022,FQ4
20220912,09/12/2022,Monday,FY2022,FQ4
20220911,09/11/2022,Sunday,FY2022,FQ4
20220910,09/10/2022,Saturday,FY2022,FQ4
20220909,09/09/2022,Friday,FY2022,FQ4
20220908,09/08/2022,Thursday,FY2022,FQ4
20220907,09/07/2022,Wednesday,FY2022,FQ4
20220906,09/06/2022,Tuesday,FY2022,FQ4
20220905,09/05/2022,Monday,FY2022,FQ4
20220904,09/04/2022,Sunday,FY2022,FQ4
20220903,09/03/2022,Saturday,FY2022,FQ4
20220902,09/02/2022,Friday,FY2022,FQ4
20220901,09/01/2022,Thursday,FY2022,FQ4
20220831,08/31/2022,Wednesday,FY2022,FQ4
20220830,08/30/2022,Tuesday,FY2022,FQ4
20220829,08/29/2022,Monday,FY2022,FQ4
20220828,08/28/2022,Sunday,FY2022,FQ4
20220827,08/27/2022,Saturday,FY2022,FQ4
20220826,08/26/2022,Friday,FY2022,FQ4
20220825,08/25/2022,Thursday,FY2022,FQ4
20220824,08/24/2022,Wednesday,FY2022,FQ4
20220823,08/23/2022,Tuesday,FY2022,FQ4
20220822,08/22/2022,Monday,FY2022,FQ4
20220821,08/21/2022,Sunday,FY2022,FQ4
20220820,08/20/2022,Saturday,FY2022,FQ4
20220819,08/19/2022,Friday,FY2022,FQ4
20220818,08/18/2022,Thursday,FY2022,FQ4
20220817,08/17/2022,Wednesday,FY2022,FQ4
20220816,08/16/2022,Tuesday,FY2022,FQ4
20220815,08/15/2022,Monday,FY2022,FQ4
20220814,08/14/2022,Sunday,FY2022,FQ4
20220813,08/13/2022,Saturday,FY2022,FQ4
20220812,08/12/2022,Friday,FY2022,FQ4
20220811,08/11/2022,Thursday,FY2022,FQ4
20220810,08/10/2022,Wednesday,FY2022,FQ4
20220809,08/09/2022,Tuesday,FY2022,FQ4
20220808,08/08/2022,Monday,FY2022,FQ4
20220807,08/07/2022,Sunday,FY2022,FQ4
20220806,08/06/2022,Saturday,FY2022,FQ4
20220805,08/05/2022,Friday,FY2022,FQ4
20220804,08/04/2022,Thursday,FY2022,FQ4
20220803,08/03/2022,Wednesday,FY2022,FQ4
20220802,08/02/2022,Tuesday,FY2022,FQ4
20220801,08/01/2022,Monday,FY2022,FQ4
20220731,07/31/2022,Sunday,FY2022,FQ4
20220730,07/30/2022,Saturday,FY2022,FQ4
20220729,07/29/2022,Friday,FY2022,FQ4
20220728,07/28/2022,Thursday,FY2022,FQ4
20220727,07/27/2022,Wednesday,FY2022,FQ4
20220726,07/26/2022,Tuesday,FY2022,FQ4
20220725,07/25/2022,Monday,FY2022,FQ4
20220724,07/24/2022,Sunday,FY2022,FQ4
20220723,07/23/2022,Saturday,FY2022,FQ4
20220722,07/22/2022,Friday,FY2022,FQ4
20220721,07/21/2022,Thursday,FY2022,FQ4
20220720,07/20/2022,Wednesday,FY2022,FQ4
20220719,07/19/2022,Tuesday,FY2022,FQ4
20220718,07/18/2022,Monday,FY2022,FQ4
20220717,07/17/2022,Sunday,FY2022,FQ4
20220716,07/16/2022,Saturday,FY2022,FQ4
20220715,07/15/2022,Friday,FY2022,FQ4
20220714,07/14/2022,Thursday,FY2022,FQ4
20220713,07/13/2022,Wednesday,FY2022,FQ4
20220712,07/12/2022,Tuesday,FY2022,FQ4
20220711,07/11/2022,Monday,FY2022,FQ4
20220710,07/10/2022,Sunday,FY2022,FQ4
20220709,07/09/2022,Saturday,FY2022,FQ4
20220708,07/08/2022,Friday,FY2022,FQ4
20220707,07/07/2022,Thursday,FY2022,FQ4
20220706,07/06/2022,Wednesday,FY2022,FQ4
20220705,07/05/2022,Tuesday,FY2022,FQ4
20220704,07/04/2022,Monday,FY2022,FQ4
20220703,07/03/2022,Sunday,FY2022,FQ4
20220702,07/02/2022,Saturday,FY2022,FQ4
20220701,07/01/2022,Friday,FY2022,FQ4
20220630,06/30/2022,Thursday,FY2022,FQ3
20220629,06/29/2022,Wednesday,FY2022,FQ3
20220628,06/28/2022,Tuesday,FY2022,FQ3
20220627,06/27/2022,Monday,FY2022,FQ3
20220626,06/26/2022,Sunday,FY2022,FQ3
20220625,06/25/2022,Saturday,FY2022,FQ3
20220624,06/24/2022,Friday,FY2022,FQ3
20220623,06/23/2022,Thursday,FY2022,FQ3
20220622,06/22/2022,Wednesday,FY2022,FQ3
20220621,06/21/2022,Tuesday,FY2022,FQ3
20220620,06/20/2022,Monday,FY2022,FQ3
20220619,06/19/2022,Sunday,FY2022,FQ3
20220618,06/18/2022,Saturday,FY2022,FQ3
20220617,06/17/2022,Friday,FY2022,FQ3
20220616,06/16/2022,Thursday,FY2022,FQ3
20220615,06/15/2022,Wednesday,FY2022,FQ3
20220614,06/14/2022,Tuesday,FY2022,FQ3
20220613,06/13/2022,Monday,FY2022,FQ3
20220612,06/12/2022,Sunday,FY2022,FQ3
20220611,06/11/2022,Saturday,FY2022,FQ3
20220610,06/10/2022,Friday,FY2022,FQ3
20220609,06/09/2022,Thursday,FY2022,FQ3
20220608,06/08/2022,Wednesday,FY2022,FQ3
20220607,06/07/2022,Tuesday,FY2022,FQ3
20220606,06/06/2022,Monday,FY2022,FQ3
20220605,06/05/2022,Sunday,FY2022,FQ3
20220604,06/04/2022,Saturday,FY2022,FQ3
20220603,06/03/2022,Friday,FY2022,FQ3
20220602,06/02/2022,Thursday,FY2022,FQ3
20220601,06/01/2022,Wednesday,FY2022,FQ3
20220531,05/31/2022,Tuesday,FY2022,FQ3
20220530,05/30/2022,Monday,FY2022,FQ3
20220529,05/29/2022,Sunday,FY2022,FQ3
20220528,05/28/2022,Saturday,FY2022,FQ3
20220527,05/27/2022,Friday,FY2022,FQ3
20220526,05/26/2022,Thursday,FY2022,FQ3
20220525,05/25/2022,Wednesday,FY2022,FQ3
20220524,05/24/2022,Tuesday,FY2022,FQ3
20220523,05/23/2022,Monday,FY2022,FQ3
20220522,05/22/2022,Sunday,FY2022,FQ3
20220521,05/21/2022,Saturday,FY2022,FQ3
20220520,05/20/2022,Friday,FY2022,FQ3
20220519,05/19/2022,Thursday,FY2022,FQ3
20220518,05/18/2022,Wednesday,FY2022,FQ3
20220517,05/17/2022,Tuesday,FY2022,FQ3
20220516,05/16/2022,Monday,FY2022,FQ3
20220515,05/15/2022,Sunday,FY2022,FQ3
20220514,05/14/2022,Saturday,FY2022,FQ3
20220513,05/13/2022,Friday,FY2022,FQ3
20220512,05/12/2022,Thursday,FY2022,FQ3
20220511,05/11/2022,Wednesday,FY2022,FQ3
20220510,05/10/2022,Tuesday,FY2022,FQ3
20220509,05/09/2022,Monday,FY2022,FQ3
20220508,05/08/2022,Sunday,FY2022,FQ3
20220507,05/07/2022,Saturday,FY2022,FQ3
20220506,05/06/2022,Friday,FY2022,FQ3
20220505,05/05/2022,Thursday,FY2022,FQ3
20220504,05/04/2022,Wednesday,FY2022,FQ3
20220503,05/03/2022,Tuesday,FY2022,FQ3
20220502,05/02/2022,Monday,FY2022,FQ3
20220501,05/01/2022,Sunday,FY2022,FQ3
20220430,04/30/2022,Saturday,FY2022,FQ3
20220429,04/29/2022,Friday,FY2022,FQ3
20220428,04/28/2022,Thursday,FY2022,FQ3
20220427,04/27/2022,Wednesday,FY2022,FQ3
20220426,04/26/2022,Tuesday,FY2022,FQ3
20220425,04/25/2022,Monday,FY2022,FQ3
20220424,04/24/2022,Sunday,FY2022,FQ3
20220423,04/23/2022,Saturday,FY2022,FQ3
20220422,04/22/2022,Friday,FY2022,FQ3
20220421,04/21/2022,Thursday,FY2022,FQ3
20220420,04/20/2022,Wednesday,FY2022,FQ3
20220419,04/19/2022,Tuesday,FY2022,FQ3
20220418,04/18/2022,Monday,FY2022,FQ3
20220417,04/17/2022,Sunday,FY2022,FQ3
20220416,04/16/2022,Saturday,FY2022,FQ3
20220415,04/15/2022,Friday,FY2022,FQ3
20220414,04/14/2022,Thursday,FY2022,FQ3
20220413,04/13/2022,Wednesday,FY2022,FQ3
20220412,04/12/2022,Tuesday,FY2022,FQ3
20220411,04/11/2022,Monday,FY2022,FQ3
20220410,04/10/2022,Sunday,FY2022,FQ3
20220409,04/09/2022,Saturday,FY2022,FQ3
20220408,04/08/2022,Friday,FY2022,FQ3
20220407,04/07/2022,Thursday,FY2022,FQ3
20220406,04/06/2022,Wednesday,FY2022,FQ3
20220405,04/05/2022,Tuesday,FY2022,FQ3
20220404,04/04/2022,Monday,FY2022,FQ3
20220403,04/03/2022,Sunday,FY2022,FQ3
20220402,04/02/2022,Saturday,FY2022,FQ3
20220401,04/01/2022,Friday,FY2022,FQ3
20220331,03/31/2022,Thursday,FY2022,FQ2
20220330,03/30/2022,Wednesday,FY2022,FQ2
20220329,03/29/2022,Tuesday,FY2022,FQ2
20220328,03/28/2022,Monday,FY2022,FQ2
20220327,03/27/2022,Sunday,FY2022,FQ2
20220326,03/26/2022,Saturday,FY2022,FQ2
20220325,03/25/2022,Friday,FY2022,FQ2
20220324,03/24/2022,Thursday,FY2022,FQ2
20220323,03/23/2022,Wednesday,FY2022,FQ2
20220322,03/22/2022,Tuesday,FY2022,FQ2
20220321,03/21/2022,Monday,FY2022,FQ2
20220320,03/20/2022,Sunday,FY2022,FQ2
20220319,03/19/2022,Saturday,FY2022,FQ2
20220318,03/18/2022,Friday,FY2022,FQ2
20220317,03/17/2022,Thursday,FY2022,FQ2
20220316,03/16/2022,Wednesday,FY2022,FQ2
20220315,03/15/2022,Tuesday,FY2022,FQ2
20220314,03/14/2022,Monday,FY2022,FQ2
20220313,03/13/2022,Sunday,FY2022,FQ2
20220312,03/12/2022,Saturday,FY2022,FQ2
20220311,03/11/2022,Friday,FY2022,FQ2
20220310,03/10/2022,Thursday,FY2022,FQ2
20220309,03/09/2022,Wednesday,FY2022,FQ2
20220308,03/08/2022,Tuesday,FY2022,FQ2
20220307,03/07/2022,Monday,FY2022,FQ2
20220306,03/06/2022,Sunday,FY2022,FQ2
20220305,03/05/2022,Saturday,FY2022,FQ2
20220304,03/04/2022,Friday,FY2022,FQ2
20220303,03/03/2022,Thursday,FY2022,FQ2
20220302,03/02/2022,Wednesday,FY2022,FQ2
20220301,03/01/2022,Tuesday,FY2022,FQ2
20220228,02/28/2022,Monday,FY2022,FQ2
20220227,02/27/2022,Sunday,FY2022,FQ2
20220226,02/26/2022,Saturday,FY2022,FQ2
20220225,02/25/2022,Friday,FY2022,FQ2
20220224,02/24/2022,Thursday,FY2022,FQ2
20220223,02/23/2022,Wednesday,FY2022,FQ2
20220222,02/22/2022,Tuesday,FY2022,FQ2
20220221,02/21/2022,Monday,FY2022,FQ2
20220220,02/20/2022,Sunday,FY2022,FQ2
20220219,02/19/2022,Saturday,FY2022,FQ2
20220218,02/18/2022,Friday,FY2022,FQ2
20220217,02/17/2022,Thursday,FY2022,FQ2
20220216,02/16/2022,Wednesday,FY2022,FQ2
20220215,02/15/2022,Tuesday,FY2022,FQ2
20220214,02/14/2022,Monday,FY2022,FQ2
20220213,02/13/2022,Sunday,FY2022,FQ2
20220212,02/12/2022,Saturday,FY2022,FQ2
20220211,02/11/2022,Friday,FY2022,FQ2
20220210,02/10/2022,Thursday,FY2022,FQ2
20220209,02/09/2022,Wednesday,FY2022,FQ2
20220208,02/08/2022,Tuesday,FY2022,FQ2
20220207,02/07/2022,Monday,FY2022,FQ2
20220206,02/06/2022,Sunday,FY2022,FQ2
20220205,02/05/2022,Saturday,FY2022,FQ2
20220204,02/04/2022,Friday,FY2022,FQ2
20220203,02/03/2022,Thursday,FY2022,FQ2
20220202,02/02/2022,Wednesday,FY2022,FQ2
20220201,02/01/2022,Tuesday,FY2022,FQ2
20220131,01/31/2022,Monday,FY2022,FQ2
20220130,01/30/2022,Sunday,FY2022,FQ2
20220129,01/29/2022,Saturday,FY2022,FQ2
20220128,01/28/2022,Friday,FY2022,FQ2
20220127,01/27/2022,Thursday,FY2022,FQ2
20220126,01/26/2022,Wednesday,FY2022,FQ2
20220125,01/25/2022,Tuesday,FY2022,FQ2
20220124,01/24/2022,Monday,FY2022,FQ2
20220123,01/23/2022,Sunday,FY2022,FQ2
20220122,01/22/2022,Saturday,FY2022,FQ2
20220121,01/21/2022,Friday,FY2022,FQ2
20220120,01/20/2022,Thursday,FY2022,FQ2
20220119,01/19/2022,Wednesday,FY2022,FQ2
20220118,01/18/2022,Tuesday,FY2022,FQ2
20220117,01/17/2022,Monday,FY2022,FQ2
20220116,01/16/2022,Sunday,FY2022,FQ2
20220115,01/15/2022,Saturday,FY2022,FQ2
20220114,01/14/2022,Friday,FY2022,FQ2
20220113,01/13/2022,Thursday,FY2022,FQ2
20220112,01/12/2022,Wednesday,FY2022,FQ2
20220111,01/11/2022,Tuesday,FY2022,FQ2
20220110,01/10/2022,Monday,FY2022,FQ2
20220109,01/09/2022,Sunday,FY2022,FQ2
20220108,01/08/2022,Saturday,FY2022,FQ2
20220107,01/07/2022,Friday,FY2022,FQ2
20220106,01/06/2022,Thursday,FY2022,FQ2
20220105,01/05/2022,Wednesday,FY2022,FQ2
20220104,01/04/2022,Tuesday,FY2022,FQ2
20220103,01/03/2022,Monday,FY2022,FQ2
20220102,01/02/2022,Sunday,FY2022,FQ2
20220101,01/01/2022,Saturday,FY2022,FQ2
20211231,12/31/2021,Friday,FY2022,FQ1
20211230,12/30/2021,Thursday,FY2022,FQ1
20211229,12/29/2021,Wednesday,FY2022,FQ1
20211228,12/28/2021,Tuesday,FY2022,FQ1
20211227,12/27/2021,Monday,FY2022,FQ1
20211226,12/26/2021,Sunday,FY2022,FQ1
20211225,12/25/2021,Saturday,FY2022,FQ1
20211224,12/24/2021,Friday,FY2022,FQ1
20211223,12/23/2021,Thursday,FY2022,FQ1
20211222,12/22/2021,Wednesday,FY2022,FQ1
20211221,12/21/2021,Tuesday,FY2022,FQ1
20211220,12/20/2021,Monday,FY2022,FQ1
20211219,12/19/2021,Sunday,FY2022,FQ1
20211218,12/18/2021,Saturday,FY2022,FQ1
20211217,12/17/2021,Friday,FY2022,FQ1
20211216,12/16/2021,Thursday,FY2022,FQ1
20211215,12/15/2021,Wednesday,FY2022,FQ1
20211214,12/14/2021,Tuesday,FY2022,FQ1
20211213,12/13/2021,Monday,FY2022,FQ1
20211212,12/12/2021,Sunday,FY2022,FQ1
20211211,12/11/2021,Saturday,FY2022,FQ1
20211210,12/10/2021,Friday,FY2022,FQ1
20211209,12/09/2021,Thursday,FY2022,FQ1
20211208,12/08/2021,Wednesday,FY2022,FQ1
20211207,12/07/2021,Tuesday,FY2022,FQ1
20211206,12/06/2021,Monday,FY2022,FQ1
20211205,12/05/2021,Sunday,FY2022,FQ1
20211204,12/04/2021,Saturday,FY2022,FQ1
20211203,12/03/2021,Friday,FY2022,FQ1
20211202,12/02/2021,Thursday,FY2022,FQ1
20211201,12/01/2021,Wednesday,FY2022,FQ1
20211130,11/30/2021,Tuesday,FY2022,FQ1
20211129,11/29/2021,Monday,FY2022,FQ1
20211128,11/28/2021,Sunday,FY2022,FQ1
20211127,11/27/2021,Saturday,FY2022,FQ1
20211126,11/26/2021,Friday,FY2022,FQ1
20211125,11/25/2021,Thursday,FY2022,FQ1
20211124,11/24/2021,Wednesday,FY2022,FQ1
20211123,11/23/2021,Tuesday,FY2022,FQ1
20211122,11/22/2021,Monday,FY2022,FQ1
20211121,11/21/2021,Sunday,FY2022,FQ1
20211120,11/20/2021,Saturday,FY2022,FQ1
20211119,11/19/2021,Friday,FY2022,FQ1
20211118,11/18/2021,Thursday,FY2022,FQ1
20211117,11/17/2021,Wednesday,FY2022,FQ1
20211116,11/16/2021,Tuesday,FY2022,FQ1
20211115,11/15/2021,Monday,FY2022,FQ1
20211114,11/14/2021,Sunday,FY2022,FQ1
20211113,11/13/2021,Saturday,FY2022,FQ1
20211112,11/12/2021,Friday,FY2022,FQ1
20211111,11/11/2021,Thursday,FY2022,FQ1
20211110,11/10/2021,Wednesday,FY2022,FQ1
20211109,11/09/2021,Tuesday,FY2022,FQ1
20211108,11/08/2021,Monday,FY2022,FQ1
20211107,11/07/2021,Sunday,FY2022,FQ1
20211106,11/06/2021,Saturday,FY2022,FQ1
20211105,11/05/2021,Friday,FY2022,FQ1
20211104,11/04/2021,Thursday,FY2022,FQ1
20211103,11/03/2021,Wednesday,FY2022,FQ1
20211102,11/02/2021,Tuesday,FY2022,FQ1
20211101,11/01/2021,Monday,FY2022,FQ1
20211031,10/31/2021,Sunday,FY2022,FQ1
20211030,10/30/2021,Saturday,FY2022,FQ1
20211029,10/29/2021,Friday,FY2022,FQ1
20211028,10/28/2021,Thursday,FY2022,FQ1
20211027,10/27/2021,Wednesday,FY2022,FQ1
20211026,10/26/2021,Tuesday,FY2022,FQ1
20211025,10/25/2021,Monday,FY2022,FQ1
20211024,10/24/2021,Sunday,FY2022,FQ1
20211023,10/23/2021,Saturday,FY2022,FQ1
20211022,10/22/2021,Friday,FY2022,FQ1
20211021,10/21/2021,Thursday,FY2022,FQ1
20211020,10/20/2021,Wednesday,FY2022,FQ1
20211019,10/19/2021,Tuesday,FY2022,FQ1
20211018,10/18/2021,Monday,FY2022,FQ1
20211017,10/17/2021,Sunday,FY2022,FQ1
20211016,10/16/2021,Saturday,FY2022,FQ1
20211015,10/15/2021,Friday,FY2022,FQ1
20211014,10/14/2021,Thursday,FY2022,FQ1
20211013,10/13/2021,Wednesday,FY2022,FQ1
20211012,10/12/2021,Tuesday,FY2022,FQ1
20211011,10/11/2021,Monday,FY2022,FQ1
20211010,10/10/2021,Sunday,FY2022,FQ1
20211009,10/09/2021,Saturday,FY2022,FQ1
20211008,10/08/2021,Friday,FY2022,FQ1
20211007,10/07/2021,Thursday,FY2022,FQ1
20211006,10/06/2021,Wednesday,FY2022,FQ1
20211005,10/05/2021,Tuesday,FY2022,FQ1
20211004,10/04/2021,Monday,FY2022,FQ1
20211003,10/03/2021,Sunday,FY2022,FQ1
20211002,10/02/2021,Saturday,FY2022,FQ1
20211001,10/01/2021,Friday,FY2022,FQ1
20210930,09/30/2021,Thursday,FY2021,FQ4
20210929,09/29/2021,Wednesday,FY2021,FQ4
20210928,09/28/2021,Tuesday,FY2021,FQ4
20210927,09/27/2021,Monday,FY2021,FQ4
20210926,09/26/2021,Sunday,FY2021,FQ4
20210925,09/25/2021,Saturday,FY2021,FQ4
20210924,09/24/2021,Friday,FY2021,FQ4
20210923,09/23/2021,Thursday,FY2021,FQ4
20210922,09/22/2021,Wednesday,FY2021,FQ4
20210921,09/21/2021,Tuesday,FY2021,FQ4
20210920,09/20/2021,Monday,FY2021,FQ4
20210919,09/19/2021,Sunday,FY2021,FQ4
20210918,09/18/2021,Saturday,FY2021,FQ4
20210917,09/17/2021,Friday,FY2021,FQ4
20210916,09/16/2021,Thursday,FY2021,FQ4
20210915,09/15/2021,Wednesday,FY2021,FQ4
20210914,09/14/2021,Tuesday,FY2021,FQ4
20210913,09/13/2021,Monday,FY2021,FQ4
20210912,09/12/2021,Sunday,FY2021,FQ4
20210911,09/11/2021,Saturday,FY2021,FQ4
20210910,09/10/2021,Friday,FY2021,FQ4
20210909,09/09/2021,Thursday,FY2021,FQ4
20210908,09/08/2021,Wednesday,FY2021,FQ4
20210907,09/07/2021,Tuesday,FY2021,FQ4
20210906,09/06/2021,Monday,FY2021,FQ4
20210905,09/05/2021,Sunday,FY2021,FQ4
20210904,09/04/2021,Saturday,FY2021,FQ4
20210903,09/03/2021,Friday,FY2021,FQ4
20210902,09/02/2021,Thursday,FY2021,FQ4
20210901,09/01/2021,Wednesday,FY2021,FQ4
20210831,08/31/2021,Tuesday,FY2021,FQ4
20210830,08/30/2021,Monday,FY2021,FQ4
20210829,08/29/2021,Sunday,FY2021,FQ4
20210828,08/28/2021,Saturday,FY2021,FQ4
20210827,08/27/2021,Friday,FY2021,FQ4
20210826,08/26/2021,Thursday,FY2021,FQ4
20210825,08/25/2021,Wednesday,FY2021,FQ4
20210824,08/24/2021,Tuesday,FY2021,FQ4
20210823,08/23/2021,Monday,FY2021,FQ4
20210822,08/22/2021,Sunday,FY2021,FQ4
20210821,08/21/2021,Saturday,FY2021,FQ4
20210820,08/20/2021,Friday,FY2021,FQ4
20210819,08/19/2021,Thursday,FY2021,FQ4
20210818,08/18/2021,Wednesday,FY2021,FQ4
20210817,08/17/2021,Tuesday,FY2021,FQ4
20210816,08/16/2021,Monday,FY2021,FQ4
20210815,08/15/2021,Sunday,FY2021,FQ4
20210814,08/14/2021,Saturday,FY2021,FQ4
20210813,08/13/2021,Friday,FY2021,FQ4
20210812,08/12/2021,Thursday,FY2021,FQ4
20210811,08/11/2021,Wednesday,FY2021,FQ4
20210810,08/10/2021,Tuesday,FY2021,FQ4
20210809,08/09/2021,Monday,FY2021,FQ4
20210808,08/08/2021,Sunday,FY2021,FQ4
20210807,08/07/2021,Saturday,FY2021,FQ4
20210806,08/06/2021,Friday,FY2021,FQ4
